event_id,shipment_id,employee_id,event_type,location,notes,occurred_at
854,168,41,out_for_delivery,Atyrau,,2024-08-23 23:14:00
855,168,29,delivered,Aktobe,,2024-08-25 04:14:00
856,169,42,created,Kyzylorda,Move grow end mention market better wonder.,2025-06-07 14:52:00
857,169,50,picked_up,Astana,,2025-06-08 00:52:00
858,169,39,arrived_warehouse,Almaty,,2025-06-08 23:52:00
859,169,7,departed_warehouse,Aktau,,2025-06-09 02:52:00
860,169,46,out_for_delivery,Astana,,2025-06-09 15:52:00
861,169,49,delivered,Atyrau,,2025-06-10 09:52:00
862,170,18,created,Kyzylorda,,2023-09-05 23:52:00
863,170,17,picked_up,Uralsk,,2023-09-06 13:52:00
864,170,5,arrived_warehouse,Uralsk,Seven floor data fine animal ten scientist.,2023-09-07 17:52:00
865,170,50,departed_warehouse,Taraz,,2023-09-08 00:52:00
866,170,25,out_for_delivery,Semey,,2023-09-08 07:52:00
867,170,31,delivered,Petropavl,End various often.,2023-09-09 11:52:00
868,171,2,created,Pavlodar,,2025-02-23 18:15:00
869,171,8,picked_up,Almaty,,2025-02-24 01:15:00
870,171,50,arrived_warehouse,Petropavl,,2025-02-24 15:15:00
871,171,10,departed_warehouse,Petropavl,,2025-02-25 08:15:00
872,171,16,out_for_delivery,Aktobe,,2025-02-26 00:15:00
873,172,27,created,Shymkent,,2025-05-18 16:04:00
874,172,48,picked_up,Shymkent,,2025-05-19 10:04:00
875,172,20,arrived_warehouse,Semey,,2025-05-20 11:04:00
876,172,29,departed_warehouse,Uralsk,,2025-05-21 00:04:00
877,172,19,out_for_delivery,Astana,,2025-05-21 03:04:00
878,172,3,delivered,Atyrau,,2025-05-22 02:04:00
879,173,28,created,Aktobe,,2025-10-18 09:03:00
880,173,5,cancelled,Pavlodar,,2025-10-18 15:03:00
881,174,33,created,Astana,,2023-01-21 11:21:00
882,174,10,picked_up,Almaty,,2023-01-22 14:21:00
883,174,31,arrived_warehouse,Atyrau,,2023-01-23 05:21:00
884,174,19,departed_warehouse,Shymkent,,2023-01-23 09:21:00
885,174,6,out_for_delivery,Kyzylorda,,2023-01-24 02:21:00
886,175,50,created,Semey,,2025-10-19 14:05:00
887,175,17,picked_up,Uralsk,,2025-10-20 08:05:00
888,175,9,out_for_delivery,Astana,,2025-10-21 07:05:00
889,175,3,failed_attempt,Pavlodar,,2025-10-22 01:05:00
890,175,27,returned,Petropavl,,2025-10-22 16:05:00
891,176,18,created,Semey,College result major true my politics.,2025-04-18 17:44:00
892,176,31,picked_up,Shymkent,,2025-04-19 00:44:00
893,176,37,arrived_warehouse,Almaty,,2025-04-19 13:44:00
894,176,25,departed_warehouse,Almaty,,2025-04-20 16:44:00
895,176,28,out_for_delivery,Semey,,2025-04-21 06:44:00
896,177,10,created,Pavlodar,,2023-06-18 07:46:00
897,177,47,picked_up,Kostanay,,2023-06-19 12:46:00
898,177,21,arrived_warehouse,Almaty,,2023-06-20 14:46:00
899,177,10,departed_warehouse,Semey,,2023-06-21 07:46:00
900,177,44,out_for_delivery,Oskemen,,2023-06-21 13:46:00
901,177,1,delivered,Semey,,2023-06-22 15:46:00
902,178,28,created,Taraz,,2026-01-17 12:54:00
903,178,7,picked_up,Astana,,2026-01-18 10:54:00
904,178,6,arrived_warehouse,Taraz,Model stuff avoid stand.,2026-01-18 16:54:00
905,178,7,departed_warehouse,Semey,,2026-01-19 08:54:00
906,178,35,out_for_delivery,Astana,,2026-01-20 06:54:00
907,178,38,delivered,Uralsk,Share include successful.,2026-01-21 01:54:00
908,179,19,created,Karaganda,,2025-08-13 03:23:00
909,179,20,picked_up,Petropavl,,2025-08-13 14:23:00
910,179,44,arrived_warehouse,Aktobe,Attack character despite lay art.,2025-08-14 06:23:00
911,179,3,departed_warehouse,Almaty,Tree process administration mother in admit reveal movie.,2025-08-14 22:23:00
912,179,24,out_for_delivery,Petropavl,,2025-08-16 02:23:00
913,180,37,created,Oskemen,Admit spend purpose south travel.,2025-03-09 13:39:00
914,180,9,picked_up,Semey,,2025-03-10 15:39:00
915,180,23,arrived_warehouse,Shymkent,,2025-03-11 18:39:00
916,180,20,departed_warehouse,Aktobe,,2025-03-12 04:39:00
917,180,47,out_for_delivery,Uralsk,,2025-03-12 14:39:00
918,180,50,delivered,Karaganda,,2025-03-13 05:39:00
919,181,8,created,Pavlodar,,2026-05-02 21:40:00
920,181,40,picked_up,Atyrau,,2026-05-03 15:40:00
921,181,34,arrived_warehouse,Kostanay,,2026-05-03 23:40:00
922,181,13,departed_warehouse,Atyrau,Truth modern drive people.,2026-05-04 05:40:00
923,181,34,out_for_delivery,Aktau,,2026-05-04 08:40:00
924,181,24,delivered,Astana,,2026-05-04 17:40:00
925,182,21,created,Atyrau,,2023-07-02 02:27:00
926,182,28,picked_up,Aktobe,,2023-07-02 17:27:00
927,182,41,arrived_warehouse,Petropavl,Spring environment however health image.,2023-07-03 07:27:00
928,182,3,departed_warehouse,Aktau,,2023-07-03 15:27:00
929,182,19,out_for_delivery,Atyrau,,2023-07-04 07:27:00
930,183,13,created,Almaty,,2024-10-15 23:20:00
931,183,3,picked_up,Karaganda,,2024-10-16 17:20:00
932,183,29,arrived_warehouse,Shymkent,,2024-10-16 23:20:00
933,183,25,departed_warehouse,Aktobe,,2024-10-17 20:20:00
934,183,2,out_for_delivery,Taraz,,2024-10-18 08:20:00
935,184,4,created,Karaganda,,2025-12-23 22:00:00
936,185,15,created,Astana,,2025-02-09 06:20:00
937,185,46,picked_up,Astana,,2025-02-09 18:20:00
938,185,16,arrived_warehouse,Taraz,,2025-02-10 23:20:00
939,185,14,departed_warehouse,Kostanay,During recently feel stock ball yard practice.,2025-02-12 05:20:00
940,185,4,out_for_delivery,Aktobe,Behavior here need.,2025-02-12 23:20:00
941,185,30,delivered,Petropavl,,2025-02-13 08:20:00
942,186,48,created,Astana,,2024-09-20 15:09:00
943,186,12,picked_up,Karaganda,Pm reflect bar suddenly.,2024-09-21 08:09:00
944,186,34,arrived_warehouse,Semey,,2024-09-22 08:09:00
945,186,36,departed_warehouse,Astana,,2024-09-22 14:09:00
946,186,10,out_for_delivery,Oskemen,,2024-09-22 23:09:00
947,186,22,delivered,Almaty,,2024-09-23 18:09:00
948,187,31,created,Kostanay,,2026-04-30 08:32:00
949,187,16,picked_up,Shymkent,,2026-05-01 09:32:00
950,187,11,arrived_warehouse,Shymkent,,2026-05-01 14:32:00
951,187,10,departed_warehouse,Almaty,,2026-05-02 07:32:00
952,187,22,out_for_delivery,Almaty,,2026-05-02 23:32:00
953,187,5,delivered,Shymkent,,2026-05-03 10:32:00
954,188,35,created,Kyzylorda,,2023-03-28 09:17:00
955,188,12,picked_up,Karaganda,,2023-03-29 04:17:00
956,188,22,arrived_warehouse,Oskemen,,2023-03-29 18:17:00
957,188,20,departed_warehouse,Aktobe,Not teach believe month amount deep.,2023-03-30 05:17:00
958,188,45,out_for_delivery,Pavlodar,,2023-03-31 00:17:00
959,188,28,delivered,Uralsk,,2023-03-31 06:17:00
960,189,17,created,Kyzylorda,,2024-08-09 20:25:00
961,189,12,picked_up,Atyrau,,2024-08-10 08:25:00
962,189,38,arrived_warehouse,Shymkent,,2024-08-10 21:25:00
963,189,17,departed_warehouse,Shymkent,,2024-08-11 06:25:00
964,189,20,out_for_delivery,Karaganda,Little another avoid understand tonight nor allow.,2024-08-11 15:25:00
965,190,18,created,Petropavl,,2025-12-05 19:53:00
966,190,22,picked_up,Atyrau,Class drive strong home to.,2025-12-06 01:53:00
967,190,37,arrived_warehouse,Semey,,2025-12-06 13:53:00
968,190,4,departed_warehouse,Astana,,2025-12-07 19:53:00
969,190,33,out_for_delivery,Kostanay,,2025-12-08 19:53:00
970,191,4,created,Kyzylorda,,2026-07-26 23:53:00
971,191,31,cancelled,Shymkent,,2026-07-27 14:53:00
972,192,10,created,Pavlodar,,2023-10-19 13:32:00
973,192,22,picked_up,Semey,,2023-10-20 10:32:00
974,192,9,arrived_warehouse,Karaganda,,2023-10-21 14:32:00
975,192,20,departed_warehouse,Kyzylorda,,2023-10-22 14:32:00
976,192,42,out_for_delivery,Semey,,2023-10-23 19:32:00
977,193,17,created,Astana,Why for plant situation late direction.,2026-11-24 12:59:00
978,193,5,picked_up,Semey,,2026-11-25 14:59:00
979,193,41,arrived_warehouse,Petropavl,Wait it quickly produce beat peace something.,2026-11-26 12:59:00
980,193,21,departed_warehouse,Astana,,2026-11-26 20:59:00
981,193,9,out_for_delivery,Taraz,,2026-11-27 11:59:00
982,194,31,created,Aktau,,2025-05-30 12:12:00
983,194,36,picked_up,Petropavl,,2025-05-31 10:12:00
984,194,29,arrived_warehouse,Oskemen,,2025-05-31 15:12:00
985,194,5,departed_warehouse,Atyrau,Bank child Republican plant.,2025-06-01 21:12:00
986,194,34,out_for_delivery,Karaganda,,2025-06-03 01:12:00
987,194,15,delivered,Almaty,,2025-06-03 19:12:00
988,195,16,created,Semey,First blood accept final growth especially.,2023-11-11 17:59:00
989,196,44,created,Kostanay,Beautiful issue news mention.,2026-06-05 16:38:00
990,196,4,picked_up,Oskemen,,2026-06-06 10:38:00
991,196,9,arrived_warehouse,Oskemen,,2026-06-07 11:38:00
992,196,9,departed_warehouse,Astana,,2026-06-08 07:38:00
993,196,24,out_for_delivery,Pavlodar,,2026-06-09 05:38:00
994,196,4,delivered,Aktobe,,2026-06-09 21:38:00
995,197,43,created,Astana,,2024-05-23 06:08:00
996,197,17,cancelled,Aktau,,2024-05-23 11:08:00
997,198,49,created,Semey,,2026-02-01 07:15:00
998,198,32,picked_up,Petropavl,Ago government behavior our.,2026-02-01 10:15:00
999,198,38,out_for_delivery,Oskemen,,2026-02-01 21:15:00
1000,198,4,failed_attempt,Karaganda,,2026-02-02 02:15:00
1001,198,32,returned,Almaty,,2026-02-02 17:15:00
1002,199,6,created,Aktobe,,2023-04-15 19:17:00
1003,199,22,picked_up,Atyrau,,2023-04-16 07:17:00
1004,199,18,arrived_warehouse,Pavlodar,,2023-04-17 05:17:00
1005,199,42,departed_warehouse,Uralsk,,2023-04-17 16:17:00
1006,199,8,out_for_delivery,Karaganda,,2023-04-17 19:17:00
1007,199,17,delivered,Petropavl,,2023-04-18 08:17:00
1008,200,23,created,Aktau,,2024-03-18 18:01:00
1009,200,16,cancelled,Pavlodar,,2024-03-19 16:01:00
1010,201,5,created,Kyzylorda,,2026-10-23 19:48:00
1011,201,33,picked_up,Atyrau,,2026-10-24 16:48:00
1012,201,27,arrived_warehouse,Aktau,,2026-10-25 18:48:00
1013,201,34,departed_warehouse,Uralsk,Tell activity including single right nice.,2026-10-27 00:48:00
1014,201,43,out_for_delivery,Aktau,,2026-10-27 18:48:00
1015,201,18,delivered,Aktobe,,2026-10-28 07:48:00
1016,202,9,created,Aktau,,2023-08-18 13:44:00
1017,202,28,picked_up,Pavlodar,,2023-08-19 04:44:00
1018,202,36,arrived_warehouse,Aktobe,,2023-08-20 05:44:00
1019,202,22,departed_warehouse,Kyzylorda,,2023-08-20 11:44:00
1020,202,38,out_for_delivery,Atyrau,,2023-08-21 00:44:00
1021,202,3,delivered,Astana,,2023-08-22 02:44:00
1022,203,15,created,Kyzylorda,,2024-01-09 02:18:00
1023,203,39,picked_up,Uralsk,,2024-01-09 13:18:00
1024,203,43,arrived_warehouse,Karaganda,,2024-01-09 23:18:00
1025,203,36,departed_warehouse,Petropavl,,2024-01-10 08:18:00
1026,203,2,out_for_delivery,Atyrau,,2024-01-10 16:18:00
1027,203,35,delivered,Uralsk,,2024-01-11 12:18:00
1028,204,6,created,Kostanay,,2025-11-30 02:46:00
1029,204,5,picked_up,Pavlodar,,2025-12-01 04:46:00
1030,204,18,arrived_warehouse,Semey,,2025-12-01 17:46:00
1031,204,44,departed_warehouse,Uralsk,Occur college herself catch feeling.,2025-12-02 12:46:00
1032,204,21,out_for_delivery,Kyzylorda,,2025-12-03 13:46:00
1033,204,7,delivered,Kyzylorda,,2025-12-04 05:46:00
1034,205,7,created,Aktobe,,2023-10-02 05:22:00
1035,206,18,created,Semey,,2025-08-01 18:25:00
1036,206,41,picked_up,Petropavl,Certainly cold every feel site guess want.,2025-08-02 07:25:00
1037,206,27,arrived_warehouse,Aktobe,,2025-08-03 00:25:00
1038,206,35,departed_warehouse,Aktobe,,2025-08-03 08:25:00
1039,206,40,out_for_delivery,Atyrau,,2025-08-03 14:25:00
1040,207,22,created,Oskemen,,2026-02-03 02:51:00
1041,207,16,cancelled,Almaty,Many pattern leader career according how success here.,2026-02-04 04:51:00
1042,208,13,created,Petropavl,,2024-07-31 00:47:00
1043,209,38,created,Aktobe,Key issue statement prepare organization feel.,2023-07-23 10:10:00
1044,209,40,picked_up,Petropavl,,2023-07-24 01:10:00
1045,209,37,arrived_warehouse,Uralsk,,2023-07-25 03:10:00
1046,209,32,departed_warehouse,Karaganda,,2023-07-26 06:10:00
1047,209,22,out_for_delivery,Petropavl,,2023-07-27 08:10:00
1048,209,45,delivered,Atyrau,,2023-07-27 21:10:00
1049,210,48,created,Kostanay,,2026-08-19 01:30:00
1050,210,11,picked_up,Aktau,,2026-08-19 08:30:00
1051,210,1,arrived_warehouse,Pavlodar,,2026-08-20 02:30:00
1052,210,31,departed_warehouse,Astana,,2026-08-20 09:30:00
1053,210,20,out_for_delivery,Kostanay,,2026-08-20 12:30:00
1054,210,7,delivered,Aktau,,2026-08-21 13:30:00
1055,211,9,created,Uralsk,,2024-04-03 18:11:00
1056,211,50,picked_up,Oskemen,,2024-04-04 17:11:00
1057,211,38,arrived_warehouse,Atyrau,,2024-04-05 20:11:00
1058,211,48,departed_warehouse,Petropavl,,2024-04-07 00:11:00
1059,211,14,out_for_delivery,Shymkent,Water cut fire who why fact reason make.,2024-04-07 18:11:00
1060,211,14,delivered,Astana,,2024-04-08 04:11:00
1061,212,30,created,Uralsk,,2025-06-14 16:01:00
1062,212,28,picked_up,Aktobe,,2025-06-15 18:01:00
1063,212,25,arrived_warehouse,Pavlodar,,2025-06-16 03:01:00
1064,212,1,departed_warehouse,Aktobe,,2025-06-17 05:01:00
1065,212,13,out_for_delivery,Almaty,,2025-06-18 00:01:00
1066,213,7,created,Petropavl,,2026-08-18 04:40:00
1067,213,13,picked_up,Taraz,,2026-08-19 10:40:00
1068,213,22,arrived_warehouse,Petropavl,,2026-08-19 13:40:00
1069,213,46,departed_warehouse,Shymkent,,2026-08-20 02:40:00
1070,213,47,out_for_delivery,Pavlodar,,2026-08-20 23:40:00
1071,213,26,delivered,Oskemen,,2026-08-21 23:40:00
1072,214,22,created,Semey,,2025-06-26 18:17:00
1073,214,6,picked_up,Atyrau,,2025-06-27 19:17:00
1074,214,8,arrived_warehouse,Kyzylorda,Site for exactly skill half usually customer.,2025-06-28 00:17:00
1075,214,6,departed_warehouse,Shymkent,,2025-06-29 02:17:00
1076,214,2,out_for_delivery,Uralsk,,2025-06-30 01:17:00
1077,215,43,created,Taraz,,2026-10-19 07:02:00
1078,215,30,picked_up,Atyrau,,2026-10-19 14:02:00
1079,215,25,arrived_warehouse,Taraz,,2026-10-20 11:02:00
1080,215,21,departed_warehouse,Kostanay,,2026-10-20 15:02:00
1081,215,1,out_for_delivery,Shymkent,,2026-10-21 05:02:00
1082,215,22,delivered,Taraz,,2026-10-21 18:02:00
1083,216,6,created,Karaganda,,2025-07-20 14:42:00
1084,216,23,picked_up,Semey,,2025-07-20 21:42:00
1085,216,1,arrived_warehouse,Taraz,,2025-07-21 14:42:00
1086,216,20,departed_warehouse,Karaganda,Conference should agree road wall decide something.,2025-07-21 22:42:00
1087,216,14,out_for_delivery,Oskemen,Standard somebody important material.,2025-07-22 08:42:00
1088,216,10,delivered,Taraz,,2025-07-22 18:42:00
1089,217,14,created,Karaganda,,2024-03-09 15:08:00
1090,217,25,picked_up,Taraz,,2024-03-10 04:08:00
1091,217,19,arrived_warehouse,Karaganda,,2024-03-10 11:08:00
1092,217,31,departed_warehouse,Almaty,,2024-03-11 16:08:00
1093,217,12,out_for_delivery,Shymkent,,2024-03-12 08:08:00
1094,217,7,delivered,Semey,,2024-03-13 03:08:00
1095,218,47,created,Petropavl,,2025-10-26 10:12:00
1096,218,30,picked_up,Karaganda,Drug probably resource smile available.,2025-10-26 14:12:00
1097,218,32,arrived_warehouse,Semey,,2025-10-27 20:12:00
1098,218,44,departed_warehouse,Pavlodar,,2025-10-28 18:12:00
1099,218,44,out_for_delivery,Karaganda,,2025-10-29 07:12:00
1100,219,30,created,Kostanay,,2024-08-30 05:27:00
1101,219,47,picked_up,Petropavl,,2024-08-31 10:27:00
1102,219,3,arrived_warehouse,Astana,,2024-09-01 03:27:00
1103,219,10,departed_warehouse,Atyrau,,2024-09-01 07:27:00
1104,219,7,out_for_delivery,Oskemen,,2024-09-02 06:27:00
1105,219,6,delivered,Pavlodar,,2024-09-03 08:27:00
1106,220,26,created,Kyzylorda,,2023-06-10 10:32:00
1107,220,18,picked_up,Almaty,,2023-06-10 22:32:00
1108,220,27,arrived_warehouse,Taraz,,2023-06-11 01:32:00
1109,220,30,departed_warehouse,Atyrau,,2023-06-11 12:32:00
1110,220,21,out_for_delivery,Astana,,2023-06-12 11:32:00
1111,220,46,delivered,Pavlodar,,2023-06-12 14:32:00
1112,221,25,created,Atyrau,,2026-01-05 18:24:00
1113,221,7,picked_up,Oskemen,,2026-01-06 00:24:00
1114,221,37,arrived_warehouse,Karaganda,,2026-01-06 06:24:00
1115,221,50,departed_warehouse,Uralsk,,2026-01-06 14:24:00
1116,221,36,out_for_delivery,Oskemen,,2026-01-07 05:24:00
1117,221,27,delivered,Kyzylorda,,2026-01-07 14:24:00
1118,222,2,created,Kostanay,,2024-03-28 05:43:00
1119,222,42,picked_up,Oskemen,,2024-03-29 09:43:00
1120,222,13,arrived_warehouse,Petropavl,,2024-03-30 15:43:00
1121,222,24,departed_warehouse,Kostanay,,2024-03-31 08:43:00
1122,222,31,out_for_delivery,Kyzylorda,,2024-03-31 16:43:00
1123,222,21,delivered,Shymkent,,2024-04-01 01:43:00
1124,223,49,created,Petropavl,,2025-07-26 20:06:00
1125,223,8,picked_up,Kostanay,,2025-07-28 00:06:00
1126,223,43,arrived_warehouse,Pavlodar,,2025-07-28 16:06:00
1127,223,31,departed_warehouse,Aktobe,,2025-07-29 02:06:00
1128,223,42,out_for_delivery,Kostanay,Worker quality hundred sell whole involve action.,2025-07-29 15:06:00
1129,223,32,delivered,Uralsk,,2025-07-30 16:06:00
1130,224,17,created,Taraz,,2026-04-30 01:38:00
1131,224,14,picked_up,Atyrau,,2026-05-01 07:38:00
1132,224,1,arrived_warehouse,Karaganda,,2026-05-02 04:38:00
1133,224,48,departed_warehouse,Petropavl,,2026-05-02 23:38:00
1134,224,31,out_for_delivery,Atyrau,,2026-05-03 14:38:00
1135,224,42,delivered,Shymkent,,2026-05-04 04:38:00
1136,225,41,created,Kyzylorda,Develop section newspaper reach determine.,2025-02-15 08:22:00
1137,225,34,picked_up,Kyzylorda,,2025-02-16 10:22:00
1138,225,24,arrived_warehouse,Taraz,Hospital sign open matter general agency.,2025-02-16 19:22:00
1139,225,7,departed_warehouse,Pavlodar,,2025-02-17 18:22:00
1140,225,36,out_for_delivery,Aktau,,2025-02-18 05:22:00
1141,226,30,created,Almaty,,2024-06-05 20:51:00
1142,226,39,picked_up,Karaganda,,2024-06-06 12:51:00
1143,226,22,arrived_warehouse,Aktau,,2024-06-06 20:51:00
1144,226,42,departed_warehouse,Karaganda,,2024-06-07 08:51:00
1145,226,16,out_for_delivery,Pavlodar,,2024-06-08 04:51:00
1146,227,31,created,Taraz,,2025-11-07 12:42:00
1147,228,25,created,Almaty,,2024-09-12 08:17:00
1148,228,22,picked_up,Karaganda,,2024-09-13 07:17:00
1149,228,19,arrived_warehouse,Astana,,2024-09-14 00:17:00
1150,228,5,departed_warehouse,Pavlodar,,2024-09-15 02:17:00
1151,228,27,out_for_delivery,Petropavl,,2024-09-16 04:17:00
1152,228,38,delivered,Karaganda,,2024-09-16 11:17:00
1153,229,24,created,Pavlodar,,2024-08-16 03:20:00
1154,229,17,picked_up,Karaganda,,2024-08-17 04:20:00
1155,229,9,arrived_warehouse,Astana,,2024-08-17 07:20:00
1156,229,26,departed_warehouse,Uralsk,,2024-08-17 23:20:00
1157,229,34,out_for_delivery,Almaty,,2024-08-18 03:20:00
1158,229,24,delivered,Almaty,,2024-08-18 22:20:00
1159,230,5,created,Uralsk,,2023-05-11 20:41:00
1160,230,18,picked_up,Semey,,2023-05-13 01:41:00
1161,230,10,arrived_warehouse,Taraz,,2023-05-14 03:41:00
1162,230,42,departed_warehouse,Atyrau,,2023-05-14 11:41:00
1163,230,50,out_for_delivery,Kostanay,,2023-05-15 06:41:00
1164,230,2,delivered,Oskemen,,2023-05-15 22:41:00
1165,231,29,created,Petropavl,,2024-03-24 12:53:00
1166,231,14,picked_up,Oskemen,Far turn beat story.,2024-03-25 14:53:00
1167,231,26,arrived_warehouse,Aktobe,,2024-03-26 07:53:00
1168,231,38,departed_warehouse,Petropavl,,2024-03-26 22:53:00
1169,231,33,out_for_delivery,Kyzylorda,,2024-03-27 06:53:00
1170,232,20,created,Petropavl,Live just recent five feel special.,2024-10-04 04:54:00
1171,232,42,picked_up,Karaganda,,2024-10-05 10:54:00
1172,232,6,arrived_warehouse,Taraz,,2024-10-06 11:54:00
1173,232,31,departed_warehouse,Almaty,,2024-10-07 02:54:00
1174,232,47,out_for_delivery,Taraz,,2024-10-07 13:54:00
1175,232,10,delivered,Petropavl,,2024-10-07 17:54:00
1176,233,48,created,Petropavl,,2024-03-04 17:01:00
1177,233,3,picked_up,Aktau,,2024-03-05 09:01:00
1178,233,47,arrived_warehouse,Aktau,,2024-03-06 07:01:00
1179,233,1,departed_warehouse,Pavlodar,,2024-03-06 13:01:00
1180,233,27,out_for_delivery,Astana,,2024-03-06 18:01:00
1181,233,30,delivered,Oskemen,,2024-03-07 12:01:00
1182,234,12,created,Almaty,,2024-06-09 23:40:00
1183,234,16,picked_up,Shymkent,,2024-06-10 03:40:00
1184,234,37,arrived_warehouse,Semey,,2024-06-10 06:40:00
1185,234,13,departed_warehouse,Taraz,,2024-06-10 20:40:00
1186,234,26,out_for_delivery,Semey,,2024-06-11 17:40:00
1187,234,40,delivered,Karaganda,,2024-06-12 10:40:00
1188,235,4,created,Uralsk,,2025-09-16 05:36:00
1189,235,15,picked_up,Kostanay,,2025-09-17 01:36:00
1190,235,11,arrived_warehouse,Pavlodar,,2025-09-17 20:36:00
1191,235,11,departed_warehouse,Taraz,,2025-09-18 20:36:00
1192,235,15,out_for_delivery,Petropavl,,2025-09-19 18:36:00
1193,236,26,created,Atyrau,,2025-03-28 06:50:00
1194,236,23,picked_up,Astana,,2025-03-29 11:50:00
1195,236,9,out_for_delivery,Kyzylorda,,2025-03-29 22:50:00
1196,236,48,failed_attempt,Atyrau,,2025-03-31 00:50:00
1197,236,14,returned,Semey,,2025-03-31 07:50:00
1198,237,23,created,Astana,Might necessary former interview left.,2026-07-03 00:26:00
1199,237,32,picked_up,Aktobe,,2026-07-04 01:26:00
1200,237,38,arrived_warehouse,Oskemen,,2026-07-04 11:26:00
1201,237,50,departed_warehouse,Petropavl,,2026-07-04 17:26:00
1202,237,39,out_for_delivery,Petropavl,,2026-07-05 13:26:00
1203,237,34,delivered,Petropavl,,2026-07-06 11:26:00
1204,238,2,created,Kostanay,,2024-04-28 13:18:00
1205,238,23,picked_up,Petropavl,,2024-04-29 00:18:00
1206,238,16,arrived_warehouse,Karaganda,,2024-04-29 14:18:00
1207,238,21,departed_warehouse,Semey,,2024-04-29 18:18:00
1208,238,17,out_for_delivery,Uralsk,,2024-04-30 17:18:00
1209,239,12,created,Uralsk,,2023-12-18 13:20:00
1210,239,46,picked_up,Semey,,2023-12-19 00:20:00
1211,239,29,arrived_warehouse,Kyzylorda,,2023-12-20 04:20:00
1212,239,11,departed_warehouse,Pavlodar,Picture control price how scene third.,2023-12-20 12:20:00
1213,239,38,out_for_delivery,Karaganda,,2023-12-20 21:20:00
1214,239,42,delivered,Aktau,,2023-12-21 22:20:00
1215,240,17,created,Oskemen,,2026-09-14 02:45:00
1216,240,21,picked_up,Aktau,,2026-09-14 12:45:00
1217,240,9,arrived_warehouse,Pavlodar,,2026-09-15 13:45:00
1218,240,16,departed_warehouse,Uralsk,,2026-09-16 14:45:00
1219,240,7,out_for_delivery,Kyzylorda,,2026-09-16 21:45:00
1220,240,46,delivered,Semey,,2026-09-17 16:45:00
1221,241,27,created,Shymkent,,2023-04-15 08:14:00
1222,241,38,picked_up,Pavlodar,,2023-04-16 08:14:00
1223,241,4,arrived_warehouse,Kostanay,,2023-04-17 06:14:00
1224,241,8,departed_warehouse,Uralsk,,2023-04-18 03:14:00
1225,241,5,out_for_delivery,Aktau,,2023-04-19 01:14:00
1226,241,47,delivered,Aktobe,,2023-04-19 09:14:00
1227,242,13,created,Taraz,,2024-11-01 01:23:00
1228,242,35,picked_up,Aktobe,,2024-11-01 09:23:00
1229,242,44,arrived_warehouse,Kyzylorda,,2024-11-01 15:23:00
1230,242,37,departed_warehouse,Shymkent,,2024-11-02 05:23:00
1231,242,50,out_for_delivery,Shymkent,,2024-11-03 06:23:00
1232,242,29,delivered,Almaty,,2024-11-04 11:23:00
1233,243,43,created,Aktau,Or home relate day sell speak artist.,2026-04-14 20:50:00
1234,243,24,picked_up,Shymkent,,2026-04-15 06:50:00
1235,243,32,arrived_warehouse,Aktobe,,2026-04-16 11:50:00
1236,243,23,departed_warehouse,Almaty,,2026-04-16 15:50:00
1237,243,43,out_for_delivery,Kostanay,,2026-04-17 09:50:00
1238,243,7,delivered,Petropavl,,2026-04-18 06:50:00
1239,244,35,created,Shymkent,,2026-01-22 09:57:00
1240,244,4,picked_up,Aktau,Son Mr hand culture.,2026-01-23 11:57:00
1241,244,25,arrived_warehouse,Aktobe,,2026-01-23 23:57:00
1242,244,4,departed_warehouse,Petropavl,,2026-01-24 19:57:00
1243,244,28,out_for_delivery,Kostanay,,2026-01-26 01:57:00
1244,244,12,delivered,Aktau,,2026-01-27 07:57:00
1245,245,27,created,Kostanay,Energy television month police.,2024-02-16 22:56:00
1246,246,31,created,Semey,,2026-11-11 15:08:00
1247,247,13,created,Pavlodar,,2026-06-10 15:04:00
1248,247,2,picked_up,Petropavl,,2026-06-11 08:04:00
1249,247,16,arrived_warehouse,Atyrau,,2026-06-12 13:04:00
1250,247,11,departed_warehouse,Shymkent,,2026-06-13 09:04:00
1251,247,4,out_for_delivery,Astana,,2026-06-13 22:04:00
1252,248,31,created,Kyzylorda,,2023-10-21 16:34:00
1253,248,19,picked_up,Taraz,,2023-10-22 07:34:00
1254,248,48,arrived_warehouse,Aktobe,,2023-10-23 00:34:00
1255,248,17,departed_warehouse,Pavlodar,,2023-10-23 22:34:00
1256,248,30,out_for_delivery,Semey,,2023-10-24 21:34:00
1257,248,30,delivered,Aktau,,2023-10-25 04:34:00
1258,249,26,created,Shymkent,,2023-02-06 15:23:00
1259,249,16,picked_up,Aktobe,,2023-02-07 00:23:00
1260,249,13,arrived_warehouse,Petropavl,,2023-02-07 21:23:00
1261,249,40,departed_warehouse,Pavlodar,,2023-02-09 01:23:00
1262,249,49,out_for_delivery,Uralsk,,2023-02-09 21:23:00
1263,249,20,delivered,Aktobe,,2023-02-10 20:23:00
1264,250,13,created,Kostanay,,2024-11-22 03:54:00
1265,250,20,picked_up,Petropavl,Case himself control player really population yourself never.,2024-11-22 12:54:00
1266,250,21,arrived_warehouse,Atyrau,,2024-11-23 10:54:00
1267,250,31,departed_warehouse,Pavlodar,,2024-11-24 03:54:00
1268,250,20,out_for_delivery,Astana,,2024-11-24 15:54:00
1269,251,38,created,Kostanay,,2025-04-11 17:30:00
